start	end	text
0	12680	Lecture 3, Divine Predestination and Foreknowledge
12680	24680	In the last lecture, we looked at two forms of necessity, fate and karma.
24680	30480	Today, we'll look at notions of necessity that have arisen more recently from the Judeo-Christian
30480	31380	religious tradition.
31940	34840	And once again, we'll look at two different forms of necessity.
35340	41440	One idea is the idea of predestination, the idea that God has pre-planned everything that's
41440	42080	going to happen.
42660	48460	A very different idea that's related to questions about free will is the idea of divine omniscience,
48560	52640	that maybe God didn't plan everything that would happen, but he at least knows everything
52640	53300	that will happen.
53300	58380	And we'll look at both of these issues and how they relate to the idea of free will,
58500	63600	both divine predestination in relation to free will and divine omniscience in relation to
63600	64040	free will.
65140	71480	The major religious movements in the Judeo-Christian tradition, Judaism, Christianity and Islam,
72120	77260	at least some parts of them, some sects within those religions have embraced the idea of divine
77260	78160	predestination.
78160	83300	And on that view, again, the idea is that God determined what would happen to each of
83300	83600	us.
84220	90400	And we find this in, not in the sort of broad traditions, that it isn't the case that the
90400	96580	entire religious tradition in Judaism or Christianity or Islam accepts predestination, but there are
96580	98580	representative sects in each case.
98580	105700	So, in Judaism, the early Jewish sect, the Essenes, accepted some form of predestination.
106300	111660	The Essenes were active around the time of Jesus, and it's thought that the Dead Sea Scrolls were
111660	113620	written by members of the Essenes.
114200	119560	Most of what we know about the Essenes comes from the Bible and from the Jewish historian,
119560	123840	Josephus, who lived from about 37 to 101 CE.
124540	130960	And Josephus says that the sect of the Essenes affirm that fate governs all things and that
130960	133960	nothing befalls men but what is according to its determination.
134920	140780	So, the Essenes think that God has set everything out, that everything that happens to us has already
140780	142400	been pre-planned by God.
142400	150020	In the Islamic tradition, a minor sect known as the Jabirites also maintained that God determines
150020	150480	everything.
150920	156800	The issue of predestination in Islam is vexed, that many people in Islam are worried about
156800	158660	the possibility that everything is predestined.
159080	163320	The one sect that we know fully embrace predestination is the Jabirites.
164100	169960	But the best-known version of predestination comes in the Christian tradition with Calvinism.
169960	175160	Most famously, the Calvinists accepted some form of predestination.
175800	182500	John Calvin was a Protestant theologian who lived from 1509 to 1564, and he developed an
182500	185100	extremely influential form of Protestantism.
185740	191760	And a critical part of this version of Protestantism was the doctrine of predestination.
192300	195100	Calvin explains the view as follows.
195100	201060	He says, by predestination, we mean the eternal decree of God, by which he determined with
201060	204500	himself whatever he wished to happen with regard to every man.
205060	210580	All are not created on equal terms, but some are preordained to eternal life, others to eternal
210580	211200	damnation.
212000	217880	So, Calvin thinks that God pre-planned everything, including whether a particular individual would
217880	219780	go to heaven or to hell.
220380	223460	Now, you might wonder, why does Calvin adopt this view?
223460	224940	And he's very confident about it.
225080	232100	Much of it has to do with the idea of original sin, that we're all born tainted with original
232100	232520	sin.
233000	237300	Calvin thought that that was a crucial part of the Christian faith.
237800	243920	As a result, because we're all tainted by sin, none of us deserve salvation because we're
243920	244940	all really wretched.
245440	248300	Salvation doesn't get earned by our activity.
248300	252920	Rather, if we're going to be saved, if we're going to be saved and sent to heaven, it would
252920	256380	only be because God elects us through his grace.
256500	262060	God decides he's going to give us a gift and let us have a pleasant afterlife as opposed
262060	263120	to eternal damnation.
264440	271880	Another part of Calvin's reason for promoting predestination is biblical texts that can be
271880	274540	interpreted as supporting divine predestination.
274540	280600	For example, we find a passage in the book of Romans that suggests that God loved Jacob
280600	286700	and hated Esau, but then the text continues, quote, though they were not yet born and had
286700	288960	done nothing, either good or bad.
289580	293920	So, God has decided that he doesn't like one and he likes the other, even before they've
293920	294420	done anything.
295140	301520	So, in the passage in Romans, this is connected with the idea that what matters for God's favors
301520	307060	is not the deeds of the individual, but the election made by God, God's decision, yes,
307120	308580	I'm going to save this individual.
310940	316440	These religious movements that embrace predestination, you might wonder, well, what do they think about
316440	317040	responsibility?
317420	320060	What do they think about whether people deserve to be punished?
320500	322100	That's a really interesting question.
322240	324020	Historically, how did they react to this?
324140	327300	So, they think people are predestined for various activities.
327780	330960	Do they think that they still deserve to be punished or rewarded?
330960	337060	Do they think their actions still merit some kind of responsibility attribution, some kind
337060	339240	of sense of deserving activities?
339840	345460	And in all three cases, the Essenes, the Jabberites, and the Calvinists, the answer is yes.
345500	348160	They think that people still do deserve to be punished.
348460	354280	So, Josephus says that the Essenes allot to bad souls a dark and tempestuous den full of
354280	355680	never-ceasing punishments.
356260	359580	So, they think that people should be punished if they do bad things.
359580	364800	And in the Dead Sea Scrolls, which, as I said, is presumed to have been written by Essenes,
365100	370920	we find a description of an initiation rite that includes the following curse on evildoers.
371500	374140	Be cursed because of all your guilty wickedness.
374580	377740	May he deliver you up for torture at the hands of the vengeful Avengers.
378400	381940	May he visit you with destruction by the hand of all the reekers of revenge.
382460	385440	Be cursed without mercy because of the darkness of your deeds.
385440	388620	Be damned in the shadowy place of everlasting fire.
389300	393920	So, these guys thought, yeah, when somebody does something bad, God should punish them
393920	398200	and he should punish them severely, damning them to the shadowy place of everlasting fire.
399320	405340	When we turn to Islam, although there's variation, as I said, on whether predestination is true
405340	411080	in Islam, all parties, all Islamic sects agree that divine justice is guaranteed.
411080	416120	That anything God does, any punishment he meets out, is appropriate.
416380	417480	It's a just punishment.
418540	426280	Now, we don't know what the Jabberites in Islam or the Essenes in Judaism said about the apparent conflict.
426440	431160	How did they think about this apparent conflict between responsibility and predestination?
431540	434040	A lot of people think that there is this conflict between those.
434040	440020	We don't know what the Essenes or the Jabberites thought about this, but Calvin faces the issue
440020	442420	head on and discusses it at some length.
443040	450260	So, at one point in his works, he writes, none perish without deserving it, and the reprobates
450260	453500	suffer nothing which is not accordant with the most perfect justice.
453960	457140	So, he says, people deserve eternal damnation.
457720	460360	He goes on to say something that I find kind of remarkable.
460360	466140	He says, and there is not the least occasion for our cavilling, cavilling, that's like minor
466140	466800	complaints.
467460	475260	So, questioning the propriety of being predestined to an eternal bout of suffering in hell, that's
475260	477280	likened to whining about trivialities.
477420	482620	That seems a little harsh to me, but Calvin thinks that people are just wretched, and so
482620	484120	they deserve punishment.
484620	489080	So, if a person is saved, it's only because God is granting them a gift.
489080	494380	But his point is that that doesn't affect the idea that people deserve their punishment.
494780	496840	Everybody deserves to go to hell, he thinks.
496980	499140	It's just that God will save some of us.
500180	506360	These kinds of views of predestination do seem to be troubling for the way we think about
506360	507000	responsibility.
507380	513500	The idea that God has predetermined everything comes in some kind of intuitive conflict with
513500	516580	the idea of divine justice and moral responsibility.
516580	524800	And the major Abrahamic religions, Judaism, Christianity, and Islam, have on the whole largely rejected
524800	526980	predestination views about God.
527480	533460	And part of the reason for this seems to come from the worry that it's unclear how it could
533460	539580	be just for God to create someone who, by God's own plan, is condemned to hell.
539580	544520	That's something that a lot of philosophers and theologians and ordinary people find really
544520	544960	difficult.
545660	550240	And there is a long history of debate about this, particularly in Christianity.
550900	553640	And I want to give you some idea of how this played out.
553740	555340	It's intrinsically interesting anyway.
555480	563460	But in the fourth century, the theologian Pelagius, who lived from about 360 to 420, rejected the
563460	569700	doctrine of original sin, which again is the view that according to which everybody is born with
569700	570920	sin on their souls.
571680	578220	And in addition, Pelagius argued that our own free choices play a key role in whether we get
578220	578820	to go to heaven.
579020	582020	So how we choose determines whether we go to heaven.
583400	589480	Pelagius's overall view was opposed by Augustine, who was one of the most important theologians in
589480	590560	the history of Christianity.
591080	598520	Augustine lived from 354 to 430, and he defended the doctrine of original sin, as well as the
598520	603440	doctrine that we only get salvation through an act of God's grace, not through anything
603440	604720	we can do ourselves.
605680	608720	This was the idea that Calvin was drawing on and building on.
609100	615180	Well before Calvin, Augustine maintained that what we all deserve is eternal damnation, and
615180	618040	there's nothing we can do to make us deserve anything else.
618040	622960	But God, through his grace, elects to provide salvation for some of us.
624160	625400	Now, back to Pelagius.
626080	631700	According to some versions of the history, the catalyst for Pelagius's view, his view that
631700	636960	we have free will, and it's an important part of what gets us into heaven, was Pelagius
636960	641620	was dismayed at the lack of moral rectitude among practicing Christians.
642420	647700	According to this story, he blamed the moral failings of Christians in the contemporary world
647700	654200	partly on their belief that salvation depended entirely on God's grace, and not at all on
654200	655340	what we choose to do.
655540	662120	His own proposal, that our own free choices determine our ultimate end, our own free choices
662120	667040	fix whether we go to heaven, that seemed much more likely to inspire good behavior.
