start	end	text
0	10000	They walk among us in disguise
10000	16740	Fake names and faces spreading lies
16740	22380	In the digital crowds they skate
22380	29100	Masters of a phantom base
29100	33100	Who's real and who's a masquerade
33100	36160	In this wild book parade
36160	41100	We spin around till the truth bends
41660	43900	Can you spot your real friends?
49460	54100	Hiding in virtual shape
54100	61100	A perfect storm they've made
61100	66100	Questions stir inside our head
66100	72100	Is this life or algorithm fed?
72100	76100	Who's real and who's a masquerade
76100	79160	In this wild book parade
79160	84160	We spin around till the truth bends
84160	86160	Can you spot your real friends?
86160	91160	They speak in scripted code so tight
91160	95160	Unseen in the dead of night
95160	102160	Unmask them if you dare
102160	104160	Yet they vanish in thinner
104160	106160	Who's real and who's a masquerade
106160	111160	Who's real and who's a masquerade
111160	113160	In this wild book parade
113160	115160	We spin around till the truth bends
115160	117160	Can you spot your real friends?
117160	118160	Who's real and who's a masquerade
118160	119160	In this wild book parade
119160	120160	We spin around till the truth bends
120160	121160	Can you spot your real friends?
121160	122160	Can you spot your real friends?
122160	126160	Can you spot your real friends?
126160	127160	Who's real and who's a masquerade
127160	129160	Who's real and who's a masquerade
129160	130160	In this wild butt parade
130160	132660	In this wild book parade
132660	134160	We spin around till the truth bends
134160	139160	Can you spot your real friends?
147160	149160	Can you spot your real friends?
149160	157080	Who's real and who's a masquerade
157080	160140	In this wild-bought parade
160140	165460	We spin around till the truth bends
165460	167620	Can you spite your real friends?
167620	169520	Your friends
169520	171960	Your friends
171960	174660	Your real friends
174660	176900	Yeah
176900	179560	Yeah
179560	180620	Yeah
180620	181620	Yeah
181620	183180	Yeah
183180	185240	Yeah
185240	186940	Yeah
188780	189320	Yeah
189320	190080	Yeah
190080	190860	Yeah
192300	192460	Yeah
192460	196380	Yeah
196380	199920	Yeah
199920	203440	Yeah
203440	204460	Yeah
